建築物名稱,類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容量人數,備註
富源建設,大樓,HNB00633,東平里,新竹縣竹北市東平里5鄰興隆路三段37巷20號,"24.8100405,121.0230537",2,4576.0,
寶誠建設,大樓,HNB00634,東平里,新竹縣竹北市東平里6鄰嘉豐六路二段29號,"24.8089067,121.0283776",3,4335.0,
大樓,大樓,HNB00635,隘口里,新竹縣竹北市隘口里1鄰高鐵九路52號,"24.8032466,121.0428623",1,409.0,
豐邑建設,大樓,HNB00636,隘口里,新竹縣竹北市隘口里2鄰六家五路2段278號,"24.8006864,121.0393869",2,13685.0,
三上建設,大樓,HNB00637,東平里,新竹縣竹北市東平里7鄰嘉豐南路2段89號,"24.8046454,121.0306258",3,2985.0,
惠友建設,大樓,HNB00638,東平里,新竹縣竹北市東平里7鄰六家一路二段57號,"24.806814,121.0337286",2,2536.0,
暘陞建設,大樓,HNB00639,東平里,新竹縣竹北市東平里7鄰文興路一段328號,"24.8091071,121.0307149",2,2100.0,
盛亞建設,大樓,HNB00640,東平里,新竹縣竹北市東平里6鄰六家八街173號,"24.8092563,121.0224762",3,1896.0,
北竹建設,大樓,HNB00641,東平里,新竹縣竹北市東平里9鄰六家五路二段122號,"24.8036702,121.035284",1,801.0,
新業建設,大樓,HNB00642,東平里,新竹縣竹北市東平里7鄰六家五路一段335號,"24.8069352,121.0305743",2,2938.0,
僑馥建設,大樓,HNB00643,東平里,新竹縣竹北市東平里9鄰六家五路一段238號,"24.8078253,121.0278644",2,1514.0,
惠昇建設,大樓,HNB00644,東平里,新竹縣竹北市東平里30鄰隘口六街99號,"24.8024365,121.0346995",3,3577.0,
鼎毅建設,大樓,HNB00645,東平里,新竹縣竹北市東平里1鄰六家六街13號,"24.8108839,121.0223314",2,1330.0,
港洲建設,大樓,HNB00646,東平里,新竹縣竹北市東平里4鄰嘉豐五路二段58號,"24.8097387,121.0261356",2,2130.0,
冠良建設,大樓,HNB00647,東平里,新竹縣竹北市東平里31鄰興隆路五段151號,"24.8012578,121.0347715",1,785.0,
三上建設,大樓,HNB00648,東平里,新竹縣竹北市東平里12鄰六家五路一段223號,"24.808253,121.0283964",3,2673.0,
寬隆建設,大樓,HNB00649,隘口里,新竹縣竹北市隘口里1鄰高鐵二路135巷1號,"24.8044124,121.0369876",3,2912.0,
展昇營造,大樓,HNB00650,東平里,新竹縣竹北市東平里26鄰隘口二路47號,"24.8038723,121.0343066",1,915.0,
盛亞建設,大樓,HNB00651,東平里,新竹縣竹北市東平里25鄰嘉豐十一路二段87號,"24.8046675,121.0331456",3,2292.0,
"新竹縣政府 冠良營造",公寓,HNB00652,東平里,新竹縣竹北市東平里22鄰嘉豐十一路二段100號,"24.80484,121.0323236",1,2550.0,
富宇建設,大樓,HNB00653,東平里,新竹縣竹北市東平里15鄰六家一路一段219-1號,"24.8083331,121.0307427",3,3005.0,
大硯建設,大樓,HNB00654,東平里,新竹縣竹北市東平里六家八街269號,"24.8055261,121.0287625",2,1448.0,
嘉璟建設,大樓,HNB00655,東平里,新竹縣竹北市東平里33鄰隘口六街208號,"24.800952,121.03699",3,3393.0,
岱倫建設,大樓,HNB00656,東平里,新竹縣竹北市東平里24鄰六家五路二段83號,"24.8052522,121.0337152",3,2002.0,
盛大建設,大樓,HNB00657,東平里,新竹縣竹北市東平里7鄰六家五路一段159號,"24.8089391,121.0266724",3,2040.0,
臺億建築經理股份有限公司,大樓,HNB00658,東平里,新竹縣竹北市東平里11鄰六家七路92號,"24.8074185,121.0260558",2,2682.0,
春福建設,大樓,HNB00659,東平里,新竹縣竹北市東平里14鄰興隆路三段199號,"24.8059935,121.027043",3,7490.0,
吉米營造,大樓,HNB00660,東平里,新竹縣竹北市東平里32鄰隘口三街38號,"24.8021619,121.0356075",2,946.0,
合石建設,大樓,HNB00661,東平里,新竹縣竹北市東平里9鄰六家七路93號,"24.8076657,121.0262093",2,1400.0,
合眾建築,大樓,HNB00662,隘口里,新竹縣竹北市隘口里6鄰隘口一街258號,"24.8038564,121.042438",3,2659.0,
良茂建設,大樓,HNB00663,東平里,新竹縣竹北市東平里32鄰六家五路二段168號,"24.802708,121.0362842",3,1972.0,
盛亞建設,大樓,HNB00664,隘口里,新竹縣竹北市隘口里3鄰隘口三街243號,"24.8015848,121.0423803",3,1235.0,
盛大建設,大樓,HNB00665,東平里,新竹縣竹北市東平里22鄰嘉政七街100號,"24.8056273,121.0319627",3,2524.0,
清堂瓦舍建研有限公司,大樓,HNB00666,東平里,新竹縣竹北市東平里27鄰興隆路五段37號,"24.8027543,121.0325415",2,855.0,
康艿薾學校財團法人,公寓,HNB00667,隘口里,新竹縣竹北市隘口里1鄰高鐵二路191號,"24.8029183,121.0372799",1,3482.0,
聚合發建設,大樓,HNB00668,東平里,新竹縣竹北市東平里17鄰六家五路一段316號,"24.8071535,121.0293981",3,1590.0,
環球開發事業股份有限公司,大樓,HNB00669,東平里,新竹縣竹北市東平里28鄰高鐵二路156號,"24.8041742,121.0368163",2,500.0,
寶來建設,大樓,HNB00670,東平里,新竹縣竹北市東平里25鄰六家五路二段66號,"24.8047916,121.0335687",2,876.0,
達昱營造有限公司,大樓,HNB00671,東平里,新竹縣竹北市東平里15鄰六家一路一段233號,"24.8082596,121.0310734",1,452.0,
東亞建築經裡股份有限公司,大樓,HNB00672,東平里,新竹縣竹北市東平里17鄰六家五路一段350號,"24.8067858,121.0300048",2,5559.0,
坤山建設股份有限公司,大樓,HNB00673,東平里,新竹縣竹北市東平里17鄰嘉政十街16號,"24.8060036,121.0358965",2,1069.0,
大硯建設股份有限公司,大樓,HNB00674,東平里,新竹縣竹北市東平里30鄰隘口五街52號,"24.8034544,121.0344549",2,3785.0,
"環球開發事業 股 份有限公司",大樓,HNB00675,東平里,新竹縣竹北市東平里17鄰嘉豐南路二段120號,"24.806406,121.0311463",2,650.0,
合石建設有限公司,大樓,HNB00676,東平里,新竹縣竹北市東平里15鄰六家一路一段261號,"24.8078795,121.0317082",2,1289.0,
僑馥建築經理股份有限公司,大樓,HNB00677,隘口里,新竹縣竹北市隘口里3鄰隘口二路258巷36號,"24.8031945,121.040205",2,903.0,
逢緣投資有限公司,大樓,HNB00678,東平里,新竹縣竹北市東平里15鄰文興路一段318號,"24.8093212,121.0307111",1,602.0,
和寅建設有限公司,大樓,HNB00679,東平里,新竹縣竹北市東平里33鄰興隆路五段251-1號,"24.8000146,121.0369509",3,2327.0,
名發建設有限公司,大樓,HNB00680,東平里,新竹縣竹北市東平里11鄰興隆路三段155號,"24.80641,121.0255818",3,3955.0,
元啟建設,大樓,HNB00681,東平里,新竹縣竹北市東平里29鄰隘口二路60號,"24.8036893,121.0342855",2,4398.0,
良茂建設,大樓,HNB00682,隘口里,新竹縣竹北市隘口里9鄰高鐵九路36號,"24.8034339,121.0430282",3,2241.0,
大樓,大樓,HNB00683,東平里,新竹縣竹北市東平里4鄰文興路一段136號,"24.8113263,121.0263616",1,457.0,
春上建設,大樓,HNB00684,東平里,新竹縣竹北市東平里10鄰興隆路三段135號,"24.806763,121.0251883",2,1754.0,
華邦電子,大樓,HNB00685,隘口里,新竹縣竹北市隘口里1鄰文興路二段539號,"24.8069114,121.0373373",1,4361.0,
豐邑建設,大樓,HNB00686,隘口里,新竹縣竹北市隘口里7鄰隘口七街6號,"24.8017996,121.039223",3,1832.0,
喬立建設,大樓,HNB00687,隘口里,新竹縣竹北市隘口里9鄰隘口二路295號,"24.8037537,121.0418461",2,2220.0,
大碩建設,大樓,HNB00688,東平里,新竹縣竹北市東平里19鄰六家七路318號,"24.8085354,121.0255854",2,2174.0,
安格科技,公寓,HNB00689,隘口里,新竹縣竹北市隘口里1鄰高鐵二路55號,"24.8063153,121.0369611",1,562.0,
"新竹縣政府-幼兒園 ",公寓,HNB00690,隘口里,新竹縣竹北市隘口里高鐵九路31號,"24.8028368,121.0427714",1,683.0,
和發建設,大樓,HNB00691,隘口里,新竹縣竹北市隘口里5鄰隘口一街156巷2號,"24.8046887,121.0416491",3,3036.0,
川睦建設,大樓,HNB00692,隘口里,新竹縣竹北市隘口里復興二路267號,"24.8095626,121.0394302",1,3864.0,
星苗國際,公寓,HNB00693,東平里,新竹縣竹北市東平里嘉豐南路二段59號,"24.805953,121.031251",1,1551.0,
正隆紙廠,公寓,HNB00694,大義里,新竹縣竹北市大義里10鄰長青路2段300號,"24.8599588,120.9632033",1,100.0,
正隆紙廠,公寓,HNB00695,大義里,新竹縣竹北市大義里10鄰長青路2段300號,"24.8599588,120.9632033",1,124.0,
公寓,公寓,HNB00696,大眉里,新竹縣竹北市大眉里5鄰中華路1402號,"24.8468777,121.0046235",1,305.0,
公寓,公寓,HNB00697,崇義里,新竹縣竹北市崇義里12鄰鳳岡路3段398號,"24.8620376,120.9590984",1,530.0,
"鳳岡國小 行政大樓",公寓,HNB00698,大義里,新竹縣竹北市大義里鳳岡路3段200號,"24.8613665,120.9643393",1,1102.0,
新竹縣肉品市場,公寓,HNB00699,新庄里,新竹縣竹北市新庄里6鄰中正西路2077號,"24.8412849,120.9525006",1,280.0,
耀崧實業,公寓,HNB00700,新庄里,新竹縣竹北市新庄里7鄰中正西路1783號,"24.8422478,120.9635211",1,64.0,
仟祥建設,大樓,HNB00701,新港里,新竹縣竹北市新港里4鄰新港3街1段172號,"24.8500459,120.9475919",1,372.0,
麻園國小,公寓,HNB00702,麻園里,新竹縣竹北市麻園里3鄰長園一街236,"24.846715,120.9771625",1,215.0,
紅竹開發建設有限公司,大樓,HNB00703,麻園里,新竹縣竹北市麻園里8鄰白地街287,"24.8505981,120.9590881",1,994.0,
大樓,大樓,HNB00704,十興里,新竹縣竹北市十興里1鄰莊敬北路18號,"24.8241485,121.0240841",1,33847.0,
大樓,大樓,HNB00705,斗崙里,新竹縣竹北市斗崙里37鄰嘉德街128號,"24.8215765,121.0145415",3,3261.0,
大樓,大樓,HNB00706,隘口里,新竹縣竹北市隘口里3鄰高鐵五路98號,"24.8034126,121.0385616",2,2240.0,
大樓,大樓,HNB00707,東興里,新竹縣竹北市東興里36鄰嘉祥三街20號,"24.8143605,121.0336863",1,2240.0,
大樓,大樓,HNB00708,北興里,新竹縣竹北市北興里31鄰勝利十街85號,"24.8255538,121.0302601",2,1904.0,
大樓,大樓,HNB00709,竹北里,新竹縣竹北市竹北里新瀧五街5號7樓之2,"24.8377695,121.0206086",3,2972.0,
大樓,大樓,HNB00710,竹義里,新竹縣竹北市竹義里12鄰社崙二街18號2樓,"24.8346497,121.0008083",3,2044.0,
大樓,大樓,HNB00711,竹義里,新竹縣竹北市竹義里中正西路15號,"24.8391368,121.0040633",1,2290.0,
大樓,大樓,HNB00712,十興里,新竹縣竹北市十興里1鄰莊敬三路47號,"24.8241485,121.0240841",2,993.0,
大樓,大樓,HNB00713,隘口里,新竹縣竹北市隘口里4鄰高鐵七路167號,"24.8058938,121.0407926",3,3863.0,
大樓,大樓,HNB00714,中崙里,新竹縣竹北市中崙里18鄰福興路1007號,"24.82639016348291, 121.00449120378421",1,1159.0,
大樓,大樓,HNB00715,斗崙里,新竹縣竹北市斗崙里3鄰縣政二路18-1號,"24.8221086,121.0138707",3,607.0,
大樓,大樓,HNB00716,泰和里,新竹縣竹北市泰和里沿河街28巷19號,"24.8459862,121.014368",1,1001.0,
大樓,大樓,HNB00717,北興里,新竹縣竹北市北興里37鄰十興路一段628號,"24.8266089,121.0322791",2,321.0,
大樓,大樓,HNB00718,東平里,新竹縣竹北市東平里22鄰嘉政八街96號,"24.8058211,121.0328654",2,2856.0,
公寓,公寓,HNB00719,泰和里,新竹縣竹北市泰和里沿河街28巷53號,"24.8459862,121.0143686",1,1114.0,
公寓,公寓,HNB00720,竹仁里,新竹縣竹北市竹仁里38鄰中正東路296號,"24.8354704,121.0121108",1,869.0,
大樓,大樓,HNB00721,新國里,新竹縣竹北市新國里15鄰華興三街305號,"24.8408748,120.9951679",2,1574.0,
大樓,大樓,HNB00723,中崙里,新竹縣竹北市中崙里31鄰科大二街77號,"24.821091800150736, 121.00858224485079",2,3918.0,
大樓,大樓,HNB00724,溪州里,新竹縣竹北市溪州里5鄰科溪州路221巷53弄46號,"24.8366604,120.9829149",1,1731.0,
公寓,公寓,HNB00722,泰和里,新竹縣竹北市泰和里22鄰中華路718號,"24.8465088,121.0044409",2,8630.0,
大樓,大樓,HNB00725,泰和里,新竹縣竹北市泰和里2鄰環北路一段323號,"24.8429538,121.0206964",2,13619.0,
大樓,大樓,HNB00728,隘口里,新竹縣竹北市隘口里7鄰六家五路二段169號,"24.806404,121.0318276",2,2402.0,
大樓,大樓,HNB00727,鹿場里,新竹縣竹北市鹿場里自強南路36號,"24.818891,121.0271592",1,5462.0,
"明新科技大學 圖書館",公寓,HNL00001,松柏村,新竹縣新豐鄉松柏村9鄰新興路1號,"24.8638512,120.9912167",1,667.0,
鉅原建設,大樓,HNL00002,山崎村,新竹縣新豐鄉山崎村8鄰學府路130號,"24.8713886,120.9964371",1,3145.0,
新豐電信局,公寓,HNL00003,忠孝村,新竹縣新豐鄉忠孝村8鄰建興路一段201巷9-1號,"24.877001,120.993561",1,233.0,
"明新科技大學 立緒樓",公寓,HNL00004,松柏村,新竹縣新豐鄉松柏村9鄰新興路1號,"24.8638512,120.9912167",1,33.0,
南港輪胎,公寓,HNL00005,忠孝村,新竹縣新豐鄉忠孝村1鄰新興路399號,"24.8779631,121.0049504",1,600.0,
"明新科技大學 鴻超樓",公寓,HNL00006,松柏村,新竹縣新豐鄉松柏村9鄰新興路1號,"24.8638512,120.9912167",1,292.0,
城市綠洲股份有限公司,公寓,HNL00007,松柏村,新竹縣新豐鄉松柏村8鄰康樂路1段169-1號,"24.8678773,120.9882147",1,3005.0,
山崎國小-活動中心,公寓,HNL00008,山崎村,新竹縣新豐鄉山崎村17鄰新興路291號,"24.8718997,120.9986242",1,1744.0,
將富建設（超級大院社區）,大樓,HNL00009,員山村,新竹縣新豐鄉員山村10鄰忠信街176巷2弄1號,"24.8800301,121.0037433",1,2537.0,
天主教博愛幼稚園,公寓,HNL00010,山崎村,新竹縣新豐鄉山崎村9鄰新興路289-1號,"24.8710035,120.9976695",1,503.0,
矽碁科技,公寓,HNL00011,松柏村,新竹縣新豐鄉松柏村康樂路一段169-3號,"24.8673604,120.9870885",1,687.0,
忠孝國中-活動中心,公寓,HNL00012,忠孝村,新竹縣新豐鄉忠孝村5鄰忠孝六街1號,"24.8790533,120.9996157",1,2227.0,
松柏秋賞社區,大樓,HNL00013,松柏村,新竹縣新豐鄉松柏村16鄰潤泰街9號,"24.8710859,120.9922897",2,5923.0,
寶佳富邑社區,大樓,HNL00014,松柏村,新竹縣新豐鄉松柏村14鄰康泰路242號,"24.8721143,120.9918072",2,3765.0,
"仰德高級中學 體育館",公寓,HNL00015,員山村,新竹縣新豐鄉員山村10鄰員山133號,"24.8806909,121.0066066",1,682.0,
忠信高中-綜合大樓,大樓,HNL00016,員山村,新竹縣新豐鄉員山村10鄰忠信街178號,"24.8810776,121.001876",2,3147.0,
"明新科技大學 明道樓",大樓,HNL00017,松柏村,新竹縣新豐鄉松柏村9鄰新興路1號,"24.8638512,120.9912167",2,4423.0,
新竹貨運,公寓,HNL00018,松柏村,"新竹縣新豐鄉松柏村7鄰德昌街228 號","24.866564,120.9796737",1,341.0,
柏成建設,大樓,HNL00019,松柏村,"新竹縣新豐鄉松柏村18鄰保康街53 號","24.8715808,120.9898727",1,436.0,
盤古大地,公寓,HNL00020,福興村,新竹縣新豐鄉福興村7鄰員山子116號,"24.9305413,121.0345955",1,160.0,
財團法人香園教養院,公寓,HNL00021,福興村,新竹縣新豐鄉福興村2鄰圓山子36號,"24.9405601,121.0397696",1,824.0,
金山實業,公寓,HNL00022,中正村,新竹縣湖口鄉中正村中正路二段211號,"24.8918466,121.0507367",1,351.0,
祺驊股份有限公司,公寓,HNL00023,和興村,新竹縣湖口鄉和興村德興路231號,"24.9116819,121.043676",1,128.0,
新亞洲製刀,公寓,HNL00024,中勢村,新竹縣湖口鄉中勢村中平路85號,"24.9018144,121.0512542",1,49.0,
湖口鄉農會碾米廠,公寓,HNL00026,中勢村,新竹縣湖口鄉中勢村13鄰民族街143號,"24.904315,121.0461278",1,45.0,
湖口鄉農會倉庫,公寓,HNL00027,中勢村,新竹縣湖口鄉中勢村13鄰民族街143號,"24.904315,121.0461278",1,59.0,
迨軒建設（北美）,大樓,HNL00030,仁勢村,新竹縣湖口鄉仁勢村6鄰達生南路15號,"24.9028335,121.0460518",1,1081.0,
台灣山葉工業股份有限公司,公寓,HNL00032,東興村,新竹縣湖口鄉東興村山葉路81號,"24.9200368,121.0536942",1,1621.0,
湖口老人服務中心,公寓,HNL00033,信勢村,新竹縣湖口鄉信勢村德興路15巷32號,"24.9046874,121.0447706",1,209.0,
祺驊股份有限公司,公寓,HNL00034,和興村,新竹縣湖口鄉和興村德興路231號,"24.9116819,121.043676",1,128.0,
湖口國民中學-行政大樓,公寓,HNL00036,中正村,新竹縣湖口鄉中正村11鄰中正路263巷21號,"24.8905671,121.0523323",1,88.0,
新湖中學圖書館,公寓,HNL00037,信勢村,新竹縣湖口鄉信勢村新湖路200號,"24.9027351,121.0357297",1,80.0,
新湖國小-東側教室,公寓,HNL00039,愛勢村,新竹縣湖口鄉愛勢村民族街222號,"24.9057738,121.0473458",1,165.0,
"信勢國小 至善樓",公寓,HNL00041,信勢村,新竹縣湖口鄉信勢村成功路360號,"24.8991651,121.0386613",1,455.0,
公寓,公寓,HNL00042,孝勢村,新竹縣湖口鄉孝勢村忠孝路5號,"24.9013381,121.0440617",1,76.0,
大樓,大樓,HNL00044,孝勢村,新竹縣湖口鄉孝勢村2鄰民權路9號,"24.9005003,121.0446185",1,2590.0,
民生花園,公寓,HNL00045,愛勢村,新竹縣湖口鄉愛勢村9鄰民生街270巷1號,"24.9048817,121.0499252",1,1307.0,
龍興石業,公寓,HNL00046,中勢村,新竹縣湖口鄉中勢村中平路362號,"24.8984198,121.0592118",1,206.0,
大樓,大樓,HNL00047,愛勢村,新竹縣湖口鄉愛勢村20鄰信義街5號,"24.9053342,121.0500518",1,351.0,
新湖地政事務所,公寓,HNL00048,信勢村,新竹縣湖口鄉信勢村成功路105號,"24.9050114,121.0437448",1,545.0,
新湖國小-禮堂,公寓,HNL00049,愛勢村,新竹縣湖口鄉愛勢村民族街222號,"24.9057738,121.0473458",1,195.0,
"新湖國中 活動中心",公寓,HNL00050,信勢村,新竹縣湖口鄉信勢村新湖路200號,"24.9027351,121.0357297",1,529.0,
大樓,大樓,HNL00051,德盛村,新竹縣湖口鄉德盛村龍江街133巷10弄1號,"24.9062025,121.0421667",1,2257.0,
新湖國小-中央教室,公寓,HNL00052,愛勢村,新竹縣湖口鄉愛勢村民族街222號,"24.9057738,121.0473458",1,436.0,
竹提華廈,大樓,HNL00053,愛勢村,新竹縣湖口鄉愛勢村和愛路72號,"24.9043313,121.0466943",1,416.0,
成功圓明圓社區,大樓,HNL00054,德盛村,新竹縣湖口鄉德盛村國光路35巷1-1號,"24.906583,121.043834",1,1319.0,
玫瑰華城,大樓,HNL00055,和興村,新竹縣湖口鄉和興村德興路242巷30號,"24.9111112,121.0444937",1,1076.0,
湖口鄉公所,大樓,HNL00056,中勢村,新竹縣湖口鄉中勢村15鄰中興街10號,"24.9010363,121.048021",2,717.0,
大樓,大樓,HNL00057,信勢村,新竹縣湖口鄉信勢村金城路23號,"24.8991651,121.0386613",1,649.0,
大樓,大樓,HNL00058,信勢村,新竹縣湖口鄉信勢村6鄰新湖路135號,"24.9021586,121.0385362",1,93.0,
仁慈醫院,大樓,HNL00059,孝勢村,新竹縣湖口鄉孝勢村忠孝路23號,"24.900872,121.044781",3,4948.0,
新湖國中（圖書館）,公寓,HNL00060,信勢村,新竹縣湖口鄉信勢村新湖路200號,"24.9027351,121.0357297",1,408.0,
公寓,公寓,HNL00061,仁勢村,新竹縣湖口鄉仁勢村中正路一段19號,"24.902657,121.044784",1,480.0,
信勢國小-活動中心,公寓,HNL00062,信義村,新竹縣湖口鄉信義村成功路360號,"24.899042, 121.038797",1,1200.0,
新湖國小-西側教室,公寓,HNL00063,愛勢村,新竹縣湖口鄉愛勢村民族街222號,"24.9057738,121.0473458",1,1849.0,
湖口中學-高中部大樓,公寓,HNL00064,中正村,新竹縣湖口鄉中正村中正路二段263巷21號,"24.8909548,121.0523893",1,1400.0,
恩祥機械工業公司,公寓,HNL00065,中正村,新竹縣湖口鄉中正村中正二路213號,"24.8923077,121.0484414",1,2044.0,
湖口鄉公所-中興停車場,公寓,HNL00066,中勢村,新竹縣湖口鄉中勢村17鄰達生路123號,"24.9016224,121.0492505",2,2300.0,
信音企業有限公司,公寓,HNL00067,中勢村,新竹縣湖口鄉中勢村25鄰中正路二段209號,"24.8904411,121.0536266",1,255.0,
中國科技大學-健心館,公寓,HNL00068,東興村,新竹縣湖口鄉東興村中山路3段530號,"24.9192719,121.0550578",1,19153.0,
新湖國小-活動中心,大樓,HNL00069,愛勢村,新竹縣湖口鄉愛勢村民族街222號,"24.9057738,121.0473458",1,1366.0,
信勢國小-活動中心,公寓,HNL00070,信義村,"新竹縣湖口鄉信義村成功路360號 B棟","24.8991651,121.0386613",1,901.0,
政合建設有限公司（哈佛大學城）,大樓,HNL00071,東興村,新竹縣湖口鄉東興村中山路三段618巷20弄10-36號,"24.9218685,121.0582352",1,2449.0,
欣松建設有限公司（史丹佛大學城）,公寓,HNL00072,東興村,新竹縣湖口鄉東興村中山路三段550巷31號,"24.9192552,121.055079",1,1067.0,
"連興開發-吳賂垚 翰林苑",大樓,HNL00073,東興村,新竹縣湖口鄉東興村山葉路17號,"24.9200368,121.0536942",1,442.0,
"新湖國中 教學大樓",公寓,HNL00074,信勢村,"新竹縣湖口鄉信勢村新湖路200號 教學大樓","24.9027351,121.0357297",1,1419.0,
新麗華建設,大樓,HNL00075,信義村,新竹縣湖口鄉信義村12鄰中山路1段148號,"24.8831819,121.0369469",1,2220.0,
柏鉅科技有限公司,公寓,HNL00076,信義村,新竹縣湖口鄉信義村8鄰成功路335巷2號,"24.8990405,121.0400435",1,625.0,
"嘉巢建設 覺活社區",大樓,HNL00077,信勢村,新竹縣湖口鄉信勢村24鄰新湖路198巷6弄1號,"24.9027201,121.0365448",1,3748.0,
冠竹土地開發有限公司,大樓,HNL00079,信勢村,新竹縣湖口鄉信勢村18鄰明德街200巷15號,"24.9037938,121.0400699",1,901.0,
禾欣建設有限公司,大樓,HNL00080,信勢村,新竹縣湖口鄉信勢村7鄰力行街138號,"24.900962,121.0420169",1,844.0,
嘉梁開發建設有限公司,大樓,HNL00081,中正村,新竹縣湖口鄉中正村19鄰達生路580號,"24.8961054,121.0453355",1,1003.0,
新傳建設有限公司,大樓,HNL00082,中正村,新竹縣湖口鄉中正村17鄰中山路一段588號,"24.8945362,121.0418592",4,2802.0,
禾欣建設有限公司,大樓,HNL00083,信勢村,新竹縣湖口鄉信勢村2鄰光明街58號,"24.9053775,121.0446418",1,802.0,
嘉鼎開發股份有限公司,大樓,HNL00084,中正村,新竹縣湖口鄉中正村17鄰中山路一段610號,"24.8952069,121.042036",3,3100.0,
茂捷建設,大樓,HNL00085,愛勢村,新竹縣湖口鄉愛勢村26鄰貴州街100巷5號,"24.9041828,121.0517695",2,4237.0,
佳群建設,大樓,HNL00086,信義村,新竹縣湖口鄉信義村20鄰中山路一段605號,"24.8955629,121.0418997",3,4547.0,
永兆有限公司,大樓,HNL00087,愛勢村,新竹縣湖口鄉愛勢村11鄰民族街175號,"24.904961,121.046451",1,629.0,
"信勢國小 第二棟大樓",公寓,HNL00088,信義村,"新竹縣湖口鄉信義村1鄰成功路360號 A棟","24.8991651,121.0386613",1,1085.0,
瀧御建設,大樓,HNL00089,德盛村,新竹縣湖口鄉德盛村12鄰明德街87號,"24.9052617,121.0414108",2,4929.0,
和隆興業,公寓,HNL00090,湖南村,新竹縣湖口鄉湖南村中山路一段2號,"24.8824232,121.0363635",1,906.0,
艾克爾國際科技公司,公寓,HNL00091,湖南村,新竹縣湖口鄉湖南村光復路11號,"24.8724412,121.0384742",1,386.0,
佳乳食品公司,公寓,HNL00092,湖南村,新竹縣湖口鄉湖南村光復路7號,"24.8733841,121.0400663",1,161.0,
聯城工業,公寓,HNL00093,湖南村,新竹縣湖口鄉湖南村光復路4號,"24.8725747,121.0361045",1,638.0,
旭德科技公司,大樓,HNL00095,湖南村,新竹縣湖口鄉湖南村10鄰光復北路8號,"24.8757055,121.0382025",1,1444.0,
佳乳食品公司(倉庫),公寓,HNL00096,湖南村,新竹縣湖口鄉湖南村10鄰光復路7號,"24.872323,121.0345674",1,752.0,
錸德科技公司,公寓,HNL00097,湖南村,新竹縣湖口鄉湖南村10鄰光復北路17號,"24.8754819,121.0362281",1,544.0,
錸德科技公司,公寓,HNL00098,湖鏡村,新竹縣湖口鄉湖鏡村光復北路17號,"24.8751814,121.0361718",3,2584.0,
新普科技股份有限公司,公寓,HNL00099,湖口村,新竹縣湖口鄉湖口村八德路二段471號,"24.8856423,121.0790532",1,2246.0,
艾克爾國際科技公司,大樓,HNL00100,湖南村,新竹縣湖口鄉湖南村光復路11號,"24.8724412,121.0384742",1,6770.0,
湖口國小,公寓,HNL00101,湖口村,新竹縣湖口鄉湖口村八德路二段182號,"24.878652,121.0602196",1,2261.0,
昇陽光電科技公司,大樓,HNL00102,湖南村,新竹縣湖口鄉湖南村光復北路16號,"24.8750574,121.0340941",1,7868.0,
大仲建設,大樓,HNL00103,長嶺村,新竹縣湖口鄉長嶺村中平路一段702號,"24.895245,121.067803",2,2010.0,
新普科技股份有限公司,公寓,HNL00104,湖口村,新竹縣湖口鄉湖口村八德路二段656號,"24.885071,121.0793043",1,3225.0,
僑馥建築經理股份有限公司,大樓,HNL00105,波羅村,新竹縣湖口鄉波羅村6鄰新興路858號,"24.884405,121.013449",1,745.0,
嘉梁開發建設有限公司,大樓,HNL00106,湖鏡村,新竹縣湖口鄉湖鏡村17鄰中正路三段26巷25弄17號,"24.8870493,121.0517193",1,4148.0,
昭和興精械公司,公寓,HNL00107,鳳山村,新竹縣湖口鄉鳳山村一鄰仁政路22號,"24.8686282,121.0078024",1,50.0,
中升農機公司,公寓,HNL00108,鳳山村,新竹縣湖口鄉鳳山村仁政路6號,"24.8669287,121.0110442",1,200.0,
裕器工業公司,公寓,HNL00109,鳳山村,新竹縣湖口鄉鳳山村文化路23號,"24.8692175,121.0138662",1,317.0,
台光電子公司,公寓,HNL00110,鳳山村,新竹縣湖口鄉鳳山村文化路14號,"24.8653272,121.0119036",1,224.0,
長春人造樹脂,公寓,HNL00111,鳳山村,新竹縣湖口鄉鳳山村中華路8號,"24.8670404,121.0064248",1,2100.0,
逸典公司,公寓,HNL00112,鳳山村,新竹縣湖口鄉鳳山村大同路9號,"24.8694398,120.9983069",1,133.0,
東元電機,公寓,HNL00113,鳳山村,新竹縣湖口鄉鳳山村中華路15號,"24.8717938,121.0093942",1,948.0,
納爾科公司,公寓,HNL00114,鳳山村,新竹縣湖口鄉鳳山村復興路34號,"24.8696777,121.0038751",1,180.0,
德亞樹脂公司,公寓,HNL00115,鳳山村,新竹縣湖口鄉鳳山村三民路15號,"24.8685731,120.9997977",1,106.0,
安和金屬,公寓,HNL00116,鳳山村,新竹縣湖口鄉鳳山村復興路36號,"24.8699358,121.0034567",1,210.0,
康普林科技公司,公寓,HNL00117,鳳山村,新竹縣湖口鄉鳳山村復興路2號,"24.8660782,121.0103014",1,46.0,
建成機械,公寓,HNL00118,鳳山村,新竹縣湖口鄉鳳山村中華路1號,"24.8636687,121.0036347",1,534.0,
華展工業公司,公寓,HNL00119,鳳山村,新竹縣湖口鄉鳳山村三民路1號,"24.8663905,120.9971541",1,156.0,
