電腦編號,地址,轄管分局,建築物名稱,縣(市),鄉鎮市區,避難樓層,"防空避難設備面積 (平方公尺)",是否兼作停車空間,"容量 （自動計算）","建檔日期 （西元年/月/日）","最後修正日期 （西元年/月/日）",不設標誌牌,placemark_address
KSA00055,南投縣鹿谷鄉永隆村堀邊巷4-1號,竹山分局,一般住宅,南投縣,鹿谷鄉,1.0,46.75,,51.0,1982/8/18,2022/12/31,,南投縣鹿谷鄉永隆村堀邊巷4-1號
KSA00056,南投縣鹿谷鄉永隆村仁義路80-32號,竹山分局,一般住宅,南投縣,鹿谷鄉,1.0,303.24,,336.0,1985/7/30,2022/12/31,,南投縣鹿谷鄉永隆村仁義路80-32號
KSA00057,南投縣鹿谷鄉永隆村堀邊巷3-5號,竹山分局,一般住宅,南投縣,鹿谷鄉,1.0,96.43,,107.0,1985/3/23,2022/12/31,,南投縣鹿谷鄉永隆村堀邊巷3-5號
KSA00058,南投縣鹿谷鄉新進巷1號-5,竹山分局,鳳凰農會辦事處,南投縣,鹿谷鄉,1.0,126.72,,140.0,1988/6/16,2022/12/31,不設,南投縣鹿谷鄉新進巷1號-5
KSA00059,南投縣鹿谷鄉內湖村森林巷9號,竹山分局,溪頭自然教育園區,南投縣,鹿谷鄉,1.0,246.0,,273.0,1997/6/20,2022/12/31,,南投縣鹿谷鄉內湖村森林巷9號
KSA00060,南投縣鹿谷鄉內湖村森林巷15號,竹山分局,救國團青/活動中心,南投縣,鹿谷鄉,1.0,402.0,,446.0,1997/6/20,2022/12/31,,南投縣鹿谷鄉內湖村森林巷15號
KSA00061,南投縣鹿谷鄉內湖村興產路1-21號,竹山分局,員林客運溪頭站,南投縣,鹿谷鄉,1.0,32.0,,35.0,1997/6/20,2022/12/31,,南投縣鹿谷鄉內湖村興產路1-21號
KSA00062,南投縣鹿谷鄉內湖村興產路2-3號,竹山分局,"明山別館     ",南投縣,鹿谷鄉,1.0,341.0,,378.0,1997/6/20,2022/12/31,,南投縣鹿谷鄉內湖村興產路2-3號
KSA00063,南投縣竹山鎮延平里延平五路11號,竹山分局,向強公司,南投縣,鹿谷鄉,1.0,48.0,,53.0,1989/11/24,2022/12/31,,南投縣竹山鎮延平里延平五路11號
KSA00065,南投縣竹山鎮延和里安定巷61號,竹山分局,交通部電信總局,南投縣,竹山鎮,1.0,372.64,,414.0,1989/12/12,2022/12/31,,南投縣竹山鎮延和里安定巷61號
KSA00066,南投縣鹿谷鄉內湖村興產路2-3號,竹山分局,明山別館,南投縣,鹿谷鄉,1.0,563.96,,626.0,1997/3/27,2022/12/31,,南投縣鹿谷鄉內湖村興產路2-3號
KSA00067,南投縣鹿谷鄉內湖村米堤街1號,竹山分局,米堤大飯店,南投縣,鹿谷鄉,1.0,3987.94,,4431.0,1993/8/5,2022/12/31,,南投縣鹿谷鄉內湖村米堤街1號
KSA00068,南投縣鹿谷鄉彰雅村中正路一段92號,竹山分局,鹿谷鄉凍頂茶直銷中心,南投縣,鹿谷鄉,1.0,156.41,,173.0,1988/5/11,2022/12/31,,南投縣鹿谷鄉彰雅村中正路一段92號
KSA00069,南投縣鹿谷鄉永隆村鳳園路293號,竹山分局,一般住宅,南投縣,鹿谷鄉,1.0,89.17,,99.0,1988/9/26,2022/12/31,,南投縣鹿谷鄉永隆村鳳園路293號
KSA00070,南投縣竹山鎮竹山里大明路292號,竹山分局,"茂證卷股份有限公司 ",南投縣,竹山鎮,1.0,584.9,,649.0,1998/8/29,2022/12/31,,南投縣竹山鎮竹山里大明路292號
KSA00071,南投縣竹山鎮竹圍里大禮路227號,竹山分局,"豪隆建設股份有限公司  ",南投縣,竹山鎮,1.0,2749.46,,3054.0,1998/11/17,2022/12/31,,南投縣竹山鎮竹圍里大禮路227號
KSA00072,南投縣竹山鎮延平里延平路23號,竹山分局,"黃呈玉 ",南投縣,竹山鎮,1.0,1386.91,v,963.0,1998/3/23,2022/12/31,,南投縣竹山鎮延平里延平路23號
KSA00073,南投縣竹山鎮竹山里昭德街66號,竹山分局,一般住宅,南投縣,竹山鎮,1.0,264.73,,294.0,1997/6/20,2022/12/31,,南投縣竹山鎮竹山里昭德街66號
KTA0001,南投縣集集鎮永昌里民生東1號,集集分局,行政院特有生物保育中心,南投縣,集集鎮,1.0,1522.87,v,1057.0,12/19/1986,12/31/2022,,南投縣集集鎮永昌里民生東1號
KTA0002,南投縣集集鎮玉映里民生路110號之2,集集分局,中華電信公司南投營運處,南投縣,集集鎮,1.0,48.0,,53.0,6/20/1986,12/31/2022,不設,南投縣集集鎮玉映里民生路110號之2
KTA0007,南投縣魚池鄉魚池村19鄰魚池街555號,集集分局,一般住宅,南投縣,魚池鄉,1.0,47.79,,53.0,9/9/1978,12/31/2022,,南投縣魚池鄉魚池村19鄰魚池街555號
KTA0009,南投縣魚池鄉魚池村9鄰瓊文巷39號之2,集集分局,基督教安息會台灣區會,南投縣,魚池鄉,1.0,845.88,v,587.0,9/9/1980,12/31/2022,,南投縣魚池鄉魚池村9鄰瓊文巷39號之2
KTA0012,南投縣魚池鄉魚池村16鄰魚池街364號,集集分局,魚池郵局,南投縣,魚池鄉,1.0,40.0,v,27.0,6/20/1986,12/31/2022,不設,南投縣魚池鄉魚池村16鄰魚池街364號
KTA0013,南投縣水里鄉農富村中正路26號,集集分局,一般住宅,南投縣,水里鄉,1.0,58.48,,64.0,10/8/1981,12/31/2022,,南投縣水里鄉農富村中正路26號
KTA0014,南投縣水里鄉農富村中正路25號,集集分局,一般住宅,南投縣,水里鄉,1.0,58.48,,64.0,10/8/1981,12/31/2022,,南投縣水里鄉農富村中正路25號
KTA0015,南投縣水里鄉農富村民生路340號,集集分局,一般住宅,南投縣,水里鄉,1.0,75.47,,83.0,10/24/1975,12/31/2022,,南投縣水里鄉農富村民生路340號
KTA0017,南投縣水里鄉農富村中正路27號,集集分局,一般住宅,南投縣,水里鄉,1.0,58.48,,64.0,10/8/1981,12/31/2022,,南投縣水里鄉農富村中正路27號
KTA0018,南投縣水里鄉農富村民生路320號,集集分局,一般住宅,南投縣,水里鄉,1.0,43.5,,48.0,7/6/1991,12/31/2022,,南投縣水里鄉農富村民生路320號
KTA0020,南投縣水里鄉農富村民生路298號,集集分局,一般住宅,南投縣,水里鄉,1.0,15.0,,16.0,6/20/1997,12/31/2022,,南投縣水里鄉農富村民生路298號
KTA0021,南投縣水里鄉農富村民生路300號,集集分局,一般住宅,南投縣,水里鄉,1.0,15.0,,16.0,6/20/1997,12/31/2022,,南投縣水里鄉農富村民生路300號
KTA0022,南投縣水里鄉農富村民生路302號,集集分局,一般住宅,南投縣,水里鄉,1.0,15.0,,16.0,6/20/1997,12/31/2022,,南投縣水里鄉農富村民生路302號
KTA0023,南投縣水里鄉農富村民生路306號,集集分局,一般住宅,南投縣,水里鄉,1.0,15.0,,16.0,6/20/1997,12/31/2022,,南投縣水里鄉農富村民生路306號
KTA0024,南投縣水里鄉農富村民生路308號,集集分局,一般住宅,南投縣,水里鄉,1.0,15.0,,16.0,6/20/1997,12/31/2022,,南投縣水里鄉農富村民生路308號
KTA0025,南投縣水里鄉農富村民生路310號,集集分局,一般住宅,南投縣,水里鄉,1.0,15.0,,16.0,6/20/1997,12/31/2022,,南投縣水里鄉農富村民生路310號
KTA0026,南投縣水里鄉農富村民生路318號,集集分局,一般住宅,南投縣,水里鄉,1.0,40.0,,44.0,6/20/1997,12/31/2022,,南投縣水里鄉農富村民生路318號
KTA0027,南投縣水里鄉農富村民生路326號,集集分局,一般住宅,南投縣,水里鄉,1.0,15.0,,16.0,6/20/1997,12/31/2022,,南投縣水里鄉農富村民生路326號
KTA0029,南投縣水里鄉農富村民生路358號,集集分局,水里鄉農會,南投縣,水里鄉,1.0,40.0,,44.0,6/20/1997,12/31/2022,不設,南投縣水里鄉農富村民生路358號
KTA0030,南投縣水里鄉中央村民生路383號,集集分局,一般住宅,南投縣,水里鄉,1.0,20.0,,22.0,6/20/1997,12/31/2022,
KTA0031,南投縣水里鄉農富村民生路370號,集集分局,一般住宅,南投縣,水里鄉,1.0,50.0,,55.0,6/20/1997,12/31/2022,,南投縣水里鄉農富村民生路370號
KTA0032,南投縣水里鄉城中村市場街102號,集集分局,天聖宮,南投縣,水里鄉,1.0,85.0,,94.0,6/20/1997,12/31/2022,,南投縣水里鄉城中村市場街102號
KTA0033,南投縣水里鄉北埔村博愛路35號,集集分局,中華電信公司水里服務中心,南投縣,水里鄉,1.0,600.0,,666.0,6/20/1997,12/31/2022,,南投縣水里鄉北埔村博愛路35號
KTA0034,南投縣水里鄉鉅工村二坪路2號,集集分局,鉅工保線斑,南投縣,水里鄉,1.0,62.5,,69.0,6/20/1997,12/31/2022,不設,南投縣水里鄉鉅工村二坪路2號
KTA0035,南投縣水里鄉農富村民生路362號,集集分局,水里鄉農會,南投縣,水里鄉,1.0,122.0,,135.0,6/20/1997,12/31/2022,不設,南投縣水里鄉農富村民生路362號
KTA0036,南投縣水里鄉鉅工村民生路290號,集集分局,抽蓄工程處,南投縣,水里鄉,1.0,500.0,,555.0,6/20/1997,12/31/2022,不設,南投縣水里鄉鉅工村民生路290號
KTA0037,南投縣水里鄉北埔村民族路277號,集集分局,國泰保險公司水里展業處,南投縣,水里鄉,1.0,326.5,,362.0,6/20/1997,12/31/2022,,南投縣水里鄉北埔村民族路277號
KTA0038,南投縣水里鄉中央村民生路363號,集集分局,水里鄉公所,南投縣,水里鄉,1.0,2747.0,v,1907.0,6/20/1997,12/31/2022,
KTA0039,南投縣水里鄉中央村民生路361號,集集分局,水里鄉公所,南投縣,水里鄉,1.0,1585.0,v,1100.0,6/20/1997,12/31/2022,
KTA0040,南投縣水里鄉北埔村中山路515號,集集分局,玉山國家公園管理處,南投縣,水里鄉,1.0,1851.0,v,1285.0,6/20/1997,12/31/2022,,南投縣水里鄉北埔村中山路515號
KTA0041,南投縣水里鄉北埔村中山路517號,集集分局,玉山國家公園管理處,南投縣,水里鄉,1.0,723.0,v,502.0,6/20/1997,12/31/2022,,南投縣水里鄉北埔村中山路517號
KTA0043,南投縣魚池鄉武登村集里路4號,集集分局,頭社郵局,南投縣,魚池鄉,1.0,47.0,v,32.0,3/28/1991,12/31/2022,不設,南投縣魚池鄉武登村集里路4號
KTA0044,南投縣魚池鄉水社村中山路281號,集集分局,台電水社服務所,南投縣,魚池鄉,1.0,186.23,v,129.0,6/18/1991,12/31/2022,不設,南投縣魚池鄉水社村中山路281號
KTA0045,南投縣魚池鄉水社村名勝街24號,集集分局,台灣銀行休閒中心,南投縣,魚池鄉,1.0,82.9,,92.0,2/25/1995,12/31/2022,,南投縣魚池鄉水社村名勝街24號
KTA0046,南投縣魚池鄉水社村中興路142號,集集分局,涵碧樓飯店,南投縣,魚池鄉,3.0,926.895,v,643.0,5/8/1994,12/31/2022,,南投縣魚池鄉水社村中興路142號
KTA0047,南投縣魚池鄉水社村名勝街3號,集集分局,一般住宅,南投縣,魚池鄉,1.0,50.0,,55.0,3/23/1997,12/31/2022,,南投縣魚池鄉水社村名勝街3號
KTA0052,南投縣魚池鄉水社村中興路120號,集集分局,日月潭電信局,南投縣,魚池鄉,1.0,115.0,,127.0,5/22/1986,12/31/2022,,南投縣魚池鄉水社村中興路120號
KTA0053,南投縣魚池鄉水社村名勝街5號,集集分局,水沙蓮大飯店,南投縣,魚池鄉,1.0,19.0,,21.0,12/16/1984,12/31/2022,,南投縣魚池鄉水社村名勝街5號
KTA0054,南投縣魚池鄉水社村名勝街4號,集集分局,名勝大飯店,南投縣,魚池鄉,2.0,56.0,,62.0,8/14/1998,12/31/2022,,南投縣魚池鄉水社村名勝街4號
KTA0055,南投縣魚池鄉水社村中興路136號,集集分局,教師會館,南投縣,魚池鄉,1.0,230.0,,255.0,8/1/1980,12/31/2022,,南投縣魚池鄉水社村中興路136號
KTA0057,南投縣水里鄉永豐村南湖1號,集集分局,國立水里高職,南投縣,水里鄉,1.0,2639.0,v,1832.0,6/5/1990,12/31/2022,,南投縣水里鄉永豐村南湖1號
KTA0058,南投縣魚池鄉魚池村瓊文巷39號,集集分局,基督教復臨日安息會,南投縣,魚池鄉,1.0,767.0,v,532.0,7/6/1999,12/31/2022,,南投縣魚池鄉魚池村瓊文巷39號
KOA000001,南投縣仁愛鄉大同村山農巷28號,仁愛分局,國立仁愛高農,南投縣,仁愛鄉,1.0,32.0,,35.0,7/1/1997,2022/13/31,
KOA000002,南投縣仁愛鄉大同村仁和路50號,仁愛分局,台電服務所,南投縣,仁愛鄉,1.0,239.0,v,165.0,7/1/1997,2022/13/31,不設,南投縣仁愛鄉大同村仁和路50號
KOA000003,南投縣仁愛鄉大同村仁和路12號,仁愛分局,中華電信,南投縣,仁愛鄉,1.0,114.0,,126.0,7/1/1997,2022/13/31,不設,南投縣仁愛鄉大同村仁和路12號
KOA000004,南投縣仁愛鄉大同村仁和路69號,仁愛分局,霧櫻大飯店,南投縣,仁愛鄉,1.0,114.0,,126.0,7/1/1997,2022/13/31,,南投縣仁愛鄉大同村仁和路69號
KOA000005,南投縣仁愛鄉精英村榮華巷24號,仁愛分局,天廬大飯店,南投縣,仁愛鄉,2.0,291.0,,323.0,7/1/1997,2022/13/31,,南投縣仁愛鄉精英村榮華巷24號
KOA000006,南投縣仁愛鄉榮興村公園巷11號,仁愛分局,太魯閣國家公園管理處,南投縣,仁愛鄉,1.0,462.62,,514.0,3/11/2021,2022/13/31,,南投縣仁愛鄉榮興村公園巷11號
KPA0003,南投縣信義鄉明德村玉山路49號,信義分局,信義分局,南投縣,信義鄉,1.0,697.97,v,484.0,1/23/1998,12/31/2022,不設,南投縣信義鄉明德村玉山路49號
KPA0001,南投縣信義鄉東埔村開高巷70號之2,信義分局,東埔山莊,南投縣,信義鄉,1.0,947.78,,1053.0,11/13/1986,12/31/2022,,南投縣信義鄉東埔村開高巷70號之2
KPA0002,南投縣信義鄉東埔村開高巷60號,信義分局,勝華大飯店,南投縣,信義鄉,1.0,471.15,,523.0,12/23/1983,12/31/2022,,南投縣信義鄉東埔村開高巷60號
KPA0004,南投縣信義鄉東埔村玉山北峰1號,信義分局,玉山氣象站,南投縣,信義鄉,1.0,10.06,,11.0,1/1/2002,12/31/2022,,南投縣信義鄉東埔村玉山北峰1號
"備註：
一、各警察機關應於每月10日前彙整轄內防空疏散避難設施清冊，並經各警察機關主管核定後，免備文，掃描檔及電子檔傳送至內政部警政署（民防指揮管制所）承辦人（無異動者免報）。
二、承辦人：技士黃瑞晟，警用724-3093，公務信箱：rueicheng@cdo.npa.gov.tw。",,,,,,,,,,,,
